CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score
13244,93,1,121.74,2,1,1,4
13245,51,1,430.5,2,1,2,5
13246,18,6,1961.52,3,4,4,11
13247,18,4,501.11999999999995,3,3,2,8
13248,125,2,465.67999999999995,2,2,2,6
13249,92,3,711.41,2,3,3,8
13253,157,2,1030.3999999999999,1,2,3,6
13255,9,1,173.81,4,1,1,6
13258,12,3,672.83,4,3,3,10
13259,62,1,283.18,2,1,1,4
13260,61,1,557.62,2,1,2,5
13261,269,2,944.1,1,2,3,6
13262,263,1,200.29,1,1,1,3
13263,1,35,7426.709999999999,4,4,4,12
13265,53,5,2092.6600000000003,2,4,4,10
13266,11,12,3834.26,4,4,4,12
13267,3,17,3899.1900000000005,4,4,4,12
13268,18,10,3152.71,3,4,4,11
13269,1,13,4681.110000000001,4,4,4,12
13271,37,1,211.48999999999992,3,1,1,5
13272,31,2,276.56000000000006,3,2,1,6
13273,113,1,138.98,2,1,1,4
13276,64,2,590.93,2,2,2,6
13277,16,4,258.4,4,3,1,8
13278,41,1,542.73,3,1,2,6
13279,78,1,137.75,2,1,1,4
13280,122,3,798.46,2,3,3,8
13282,18,3,1132.14,3,3,3,9
13283,60,2,93.66,2,2,1,5
13284,331,1,201.19,1,1,1,3
13285,23,4,2709.1200000000003,3,3,4,10
13291,156,1,361.11,1,1,2,4
13292,39,2,578.9399999999999,3,2,2,7
13294,190,2,873.74,1,2,3,6
13296,137,1,87.4,1,1,1,3
13297,8,4,2089.85,4,3,4,11
13298,1,1,360.0,4,1,2,7
13299,268,1,142.5,1,1,1,3
13300,169,1,371.89,1,1,2,4
13301,104,4,600.19,2,3,2,7
13302,155,1,63.75,1,1,1,3
13305,4,9,1864.6599999999999,4,4,4,12
13307,120,1,15.0,2,1,1,4
13308,23,3,1385.51,3,3,3,9
13309,7,5,1456.79,4,4,3,11
13310,28,3,1132.0300000000002,3,3,3,9
13311,4,2,598.57,4,2,2,8
13313,22,5,1555.32,3,4,3,10
13314,2,3,775.94,4,3,3,10
13316,37,4,5732.93,3,3,4,10
13317,66,4,2035.6299999999999,2,3,4,9
13318,1,3,640.7600000000001,4,3,2,9
13319,5,22,9294.470000000001,4,4,4,12
13320,78,4,1532.1999999999998,2,3,3,8
13321,72,2,567.36,2,2,2,6
13322,17,1,199.48,4,1,1,6
13323,3,5,787.8499999999999,4,4,3,11
13324,36,9,6471.8499999999985,3,4,4,11
13325,82,1,675.3,2,1,3,6
13327,39,6,2882.77,3,4,4,11
13328,316,1,1308.48,1,1,3,5
13329,32,1,484.8,3,1,2,6
13330,93,3,1140.93,2,3,3,8
13332,14,1,350.9,4,1,2,7
13334,82,3,3502.32,2,3,4,9
13336,77,1,795.1200000000001,2,1,3,6
13338,158,1,437.02000000000004,1,1,2,4
13339,201,1,860.12,1,1,3,5
13340,45,7,10736.48,3,4,4,11
13341,261,1,775.8499999999999,1,1,3,5
13343,178,1,303.43,1,1,2,4
13344,68,3,2511.6900000000005,2,3,4,9
13345,288,1,339.5,1,1,2,4
13347,70,1,291.36,2,1,1,4
13348,64,1,233.76,2,1,1,4
13349,11,1,197.31999999999996,4,1,1,6
13350,16,2,879.12,4,2,3,9
13351,66,1,323.94,2,1,2,5
13352,60,1,347.98,2,1,2,5
13354,71,1,743.5300000000001,2,1,3,6
13355,122,1,674.7,2,1,3,6
13356,80,1,768.2400000000001,2,1,3,6
13357,257,1,609.4000000000001,1,1,2,4
13358,269,1,389.03000000000003,1,1,2,4
13359,64,1,389.55999999999995,2,1,2,5
13362,9,4,3090.7400000000002,4,3,4,11
13363,18,2,892.5,3,2,3,8
13364,71,1,134.96,2,1,1,4
13365,34,2,2225.37,3,2,4,9
13366,50,1,56.160000000000004,2,1,1,4
13368,257,2,573.4,1,2,2,5
13372,90,1,328.63999999999993,2,1,2,5
13373,61,3,3312.2500000000005,2,3,4,9
13375,89,1,778.65,2,1,3,6
13376,99,3,869.76,2,3,3,8
13379,26,3,572.56,3,3,2,8
13381,32,6,3639.31,3,4,4,11
13382,281,1,222.99,1,1,1,3
13384,31,7,4151.93,3,4,4,11
13385,330,1,534.5699999999999,1,1,2,4
13388,131,2,677.1,1,2,3,6
13389,11,3,797.9599999999999,4,3,3,10
13390,75,1,544.08,2,1,2,5
13391,204,1,59.8,1,1,1,3
13394,2,8,2520.0200000000004,4,4,4,12
13395,185,1,307.71999999999997,1,1,2,4
13396,29,2,1360.99,3,2,3,8
13397,73,5,1544.1299999999999,2,4,3,9
13398,192,1,457.34000000000003,1,1,2,4
13402,127,1,312.95,2,1,2,5
13403,18,1,75.0,3,1,1,5
13404,1,2,252.49,4,2,1,7
13405,74,3,572.4509999999999,2,3,2,7
13408,2,57,25085.839999999997,4,4,4,12
13410,24,5,1003.0600000000002,3,4,3,10
13411,107,1,213.55,2,1,1,4
13414,134,3,1390.5,1,3,3,7
13416,44,2,712.5,3,2,3,8
13417,5,2,640.83,4,2,2,8
13418,12,13,4547.81,4,4,4,12
13419,64,1,221.06,2,1,1,4
13420,150,2,159.85,1,2,1,4
13421,40,2,1823.2099999999998,3,2,4,9
13422,64,1,2626.3,2,1,4,7
13425,108,3,1624.2100000000003,2,3,4,9
13426,1,9,3304.34,4,4,4,12
13427,19,3,582.6,3,3,2,8
13428,10,1,201.78,4,1,1,6
13429,11,4,1006.7999999999998,4,3,3,10
13430,19,2,679.4499999999999,3,2,3,8
13431,67,2,1269.1,2,2,3,7
13434,74,2,534.24,2,2,2,6
13435,5,7,3809.89,4,4,4,12
13436,2,1,196.88999999999996,4,1,1,6
13437,14,7,3408.0600000000004,4,4,4,12
13439,255,1,283.71,1,1,1,3
13441,92,1,296.64000000000004,2,1,1,4
13447,23,3,1129.1400000000003,3,3,3,9
13448,17,3,2705.15,4,3,4,11
13449,24,1,291.88000000000005,3,1,1,5
13450,27,6,2043.72,3,4,4,11
13451,26,5,2898.2599999999998,3,4,4,11
13452,259,2,590.0,1,2,2,5
13453,166,2,356.97999999999996,1,2,2,5
13455,25,1,365.4,3,1,2,6
13456,18,6,1766.72,3,4,4,11
13458,7,13,8460.71,4,4,4,12
13460,29,2,183.44,3,2,1,6
13461,39,3,1445.0000000000002,3,3,3,9
13462,253,1,151.5,1,1,1,3
13464,58,1,674.6800000000001,2,1,3,6
13466,184,1,307.90000000000003,1,1,2,4
13467,11,2,1071.91,4,2,3,9
13468,2,33,4793.97,4,4,4,12
13470,99,2,165.0,2,2,1,5
13471,1,4,2501.84,4,3,4,11
13473,61,2,422.64000000000004,2,2,2,6
13474,236,1,226.83999999999995,1,1,1,3
13475,191,4,1431.7800000000002,1,3,3,7
13476,179,2,1238.47,1,2,3,6
13477,38,6,1454.5800000000002,3,4,3,10
13479,201,2,300.95,1,2,1,4
13481,46,5,1804.5600000000002,3,4,4,11
13482,232,1,184.64,1,1,1,3
13483,66,1,140.34,2,1,1,4
13484,241,1,313.8,1,1,2,4
13485,233,1,454.24,1,1,2,4
13486,78,3,1122.4099999999999,2,3,3,8
13487,58,2,382.25,2,2,2,6
13488,17,12,7586.389999999999,4,4,4,12
13489,105,4,449.52,2,3,2,7
13491,52,8,1019.4200000000001,2,4,3,9
13492,136,3,1269.84,1,3,3,7
13493,275,2,498.63,1,2,2,5
13494,312,1,316.26000000000005,1,1,2,4
13495,8,3,1179.4399999999998,4,3,3,10
13496,11,1,152.32,4,1,1,6
13497,283,1,194.55,1,1,1,3
13499,18,5,1159.11,3,4,3,10
13500,23,3,1166.77,3,3,3,9
13501,288,1,1340.32,1,1,3,5
13502,17,3,291.99999999999994,4,3,1,8
13503,71,1,216.85000000000002,2,1,1,4
13504,64,1,295.93000000000006,2,1,1,4
13505,73,4,3633.63,2,3,4,9
13506,316,1,157.4,1,1,1,3
13507,3,4,2479.16,4,3,4,11
13508,244,1,110.97000000000003,1,1,1,3
13509,9,6,964.72,4,4,3,11
13510,1,4,1791.56,4,3,4,11
13512,261,1,251.20999999999998,1,1,1,3
13513,127,1,205.09999999999997,2,1,1,4
13514,74,1,152.20000000000002,2,1,1,4
13515,73,4,891.12,2,3,3,8
13516,21,3,1389.4100000000003,3,3,3,9
13517,60,3,2128.42,2,3,4,9
13518,86,1,627.1600000000001,2,1,2,5
13519,78,1,122.75,2,1,1,4
13520,59,5,2760.95,2,4,4,10
13521,1,3,1070.47,4,3,3,10
13522,30,1,125.80000000000001,3,1,1,5
13523,33,4,3397.93,3,3,4,10
13524,41,5,680.1800000000001,3,4,3,10
13525,15,2,628.78,4,2,2,8
13527,34,7,2242.36,3,4,4,11
13529,79,2,307.76,2,2,2,6
13531,205,1,178.35,1,1,1,3
13532,34,1,210.30999999999995,3,1,1,5
13533,183,3,269.09000000000003,1,3,1,5
13534,2,23,5586.88,4,4,4,12
13536,1,7,3444.39,4,4,4,12
13538,43,7,1280.8500000000001,3,4,3,10
13539,86,3,631.34,2,3,2,7
13544,40,2,276.06,3,2,1,6
13546,12,3,621.09,4,3,2,9
13548,96,2,678.16,2,2,3,7
13549,26,7,918.1999999999999,3,4,3,10
13551,319,1,91.80000000000001,1,1,1,3
13552,66,12,3740.0699999999997,2,4,4,10
13555,74,4,4098.88,2,3,4,9
13557,28,2,584.06,3,2,2,7
13558,6,4,594.52,4,3,2,9
13560,7,1,171.42,4,1,1,6
13561,216,1,141.86,1,1,1,3
13562,82,3,1799.33,2,3,4,9
13563,84,2,777.53,2,2,3,7
13565,19,2,240.22,3,2,1,6
13566,41,2,856.8400000000001,3,2,3,8
13568,173,1,187.04999999999998,1,1,1,3
13569,17,1,227.3,4,1,1,6
13570,243,1,239.49000000000004,1,1,1,3
13571,13,12,2088.94,4,4,4,12
13572,206,1,1384.2499999999998,1,1,3,5
13573,50,2,290.25,2,2,1,5
13575,23,5,732.07,3,4,3,10
13576,10,17,6368.1900000000005,4,4,4,12
13577,25,4,1687.6000000000001,3,3,4,10
13579,15,1,302.34,4,1,2,7
13581,309,1,118.0,1,1,1,3
13583,156,1,781.03,1,1,3,5
13584,307,1,142.4,1,1,1,3
13587,64,1,712.4,2,1,3,6
13588,16,9,2478.95,4,4,4,12
13589,15,2,379.65000000000003,4,2,2,8
13590,11,6,1981.9199999999994,4,4,4,12
13591,65,3,1117.1299999999997,2,3,3,8
13592,36,4,247.95999999999998,3,3,1,7
13593,108,5,2011.8800000000006,2,4,4,10
13594,53,1,396.97,2,1,2,5
13596,6,2,664.11,4,2,3,9
13598,47,1,160.04000000000005,3,1,1,5
13599,1,19,4797.08,4,4,4,12
13600,312,1,219.51999999999998,1,1,1,3
13601,45,2,693.32,3,2,3,8
13602,65,1,428.89,2,1,2,5
13603,26,1,164.34,3,1,1,5
13606,29,3,276.75,3,3,1,7
13607,40,1,675.5100000000001,3,1,3,7
13610,12,7,1082.33,4,4,3,11
13611,89,2,851.2500000000001,2,2,3,7
13614,24,4,1585.46,3,3,4,10
13615,319,1,417.6900000000001,1,1,2,4
13617,40,3,544.1800000000001,3,3,2,8
13618,174,1,177.34,1,1,1,3
13621,117,1,213.85,2,1,1,4
13623,31,5,727.7399999999999,3,4,3,10
13626,253,1,257.22999999999996,1,1,1,3
13627,59,4,1327.28,2,3,3,8
13629,23,11,7792.360000000001,3,4,4,11
13630,5,7,2031.7800000000002,4,4,4,12
13631,100,11,3070.42,2,4,4,10
13632,25,5,2118.9300000000003,3,4,4,11
13634,33,5,1547.3599999999997,3,4,3,10
13635,68,1,1071.03,2,1,3,6
13636,37,5,949.12,3,4,3,10
13637,52,3,803.05,2,3,3,8
13638,16,1,122.64,4,1,1,6
13639,74,1,1033.3400000000001,2,1,3,6
13642,216,1,312.28000000000003,1,1,2,4
13643,31,3,519.44,3,3,2,8
13644,16,4,2624.26,4,3,4,11
13645,120,1,252.1,2,1,1,4
13647,10,4,1648.1200000000003,4,3,4,11
13649,257,1,148.8,1,1,1,3
13650,17,6,1836.3400000000001,4,4,4,12
13651,35,2,94.2,3,2,1,6
13652,46,2,786.2799999999999,3,2,3,8
13654,43,6,2707.33,3,4,4,11
13655,114,2,932.97,2,2,3,7
13656,165,2,379.65000000000003,1,2,2,5
13657,11,2,382.14,4,2,2,8
13658,10,5,2639.1700000000005,4,4,4,12
13659,206,2,1563.0,1,2,3,6
13662,86,3,881.26,2,3,3,8
13663,179,1,189.46999999999997,1,1,1,3
13666,60,3,84.65,2,3,1,6
13667,149,1,299.04999999999995,1,1,1,3
13668,3,20,6132.17,4,4,4,12
13669,51,2,218.55,2,2,1,5
13670,75,1,349.7,2,1,2,5
13672,301,2,186.39,1,2,1,4
13673,19,2,387.44000000000005,3,2,2,7
13675,151,2,486.82000000000005,1,2,2,5
13678,152,1,232.6,1,1,1,3
13680,1,4,3719.12,4,3,4,11
13681,18,4,827.83,3,3,3,9
13682,187,1,59.5,1,1,1,3
13684,286,1,65.13000000000001,1,1,1,3
13685,3,7,3119.44,4,4,4,12
13686,183,1,72.0,1,1,1,3
13689,63,1,910.0,2,1,3,6
13690,59,1,172.25,2,1,1,4
13692,25,3,1488.32,3,3,3,9
13694,4,48,62142.58,4,4,4,12
13695,31,15,2504.13,3,4,4,11
13697,39,1,151.3,3,1,1,5
13699,155,1,308.58,1,1,2,4
13700,26,10,2248.63,3,4,4,11
13703,318,1,99.5,1,1,1,3
13704,5,9,2308.0600000000004,4,4,4,12
13705,8,2,393.72,4,2,2,8
13706,303,1,330.79,1,1,2,4
13707,267,2,806.41,1,2,3,6
13708,271,1,283.33000000000004,1,1,1,3
13709,4,13,6307.650000000001,4,4,4,12
13710,32,1,180.48,3,1,1,5
13711,219,2,252.06000000000003,1,2,1,4
13712,247,1,228.83999999999997,1,1,1,3
13715,281,2,582.7099999999999,1,2,2,5
13716,269,1,138.28,1,1,1,3
13717,32,6,1445.0100000000002,3,4,3,10
13718,246,2,306.55,1,2,2,5
13719,15,5,1041.68,4,4,3,11
13720,117,4,799.9,2,3,3,8
13721,36,1,524.1400000000001,3,1,2,6
13722,132,3,2375.41,1,3,4,8
13723,217,1,199.85000000000002,1,1,1,3
13725,50,8,1980.56,2,4,4,10
13726,39,2,1079.6599999999999,3,2,3,8
13727,29,2,333.48,3,2,2,7
13728,37,6,1016.1400000000001,3,4,3,10
13730,136,2,752.6,1,2,3,6
13731,219,2,610.59,1,2,2,5
13732,28,1,491.86000000000007,3,1,2,6
13735,25,4,2883.5399999999995,3,3,4,10
13736,5,2,729.8,4,2,3,9
13737,200,1,339.6,1,1,2,4
13739,18,1,216.9,3,1,1,5
13740,241,1,350.75,1,1,2,4
13741,72,3,668.4300000000001,2,3,3,8
13742,17,12,3107.8700000000003,4,4,4,12
13743,3,7,1341.6,4,4,3,11
13744,95,2,1080.52,2,2,3,7
13745,162,1,300.03999999999996,1,1,1,3
13748,96,4,744.25,2,3,3,8
13750,54,5,1647.26,2,4,4,10
13751,288,1,296.25,1,1,1,3
13752,124,6,1175.3799999999999,2,4,3,9
13753,288,1,741.26,1,1,3,5
13754,152,2,282.6,1,2,1,4
13755,4,9,2108.06,4,4,4,12
13756,2,11,4185.120000000001,4,4,4,12
13758,12,5,2471.7000000000003,4,4,4,12
13759,33,2,659.41,3,2,3,8
13760,54,2,286.78999999999996,2,2,1,5
13761,50,2,1070.65,2,2,3,7
13762,219,1,306.72,1,1,2,4
13763,63,1,1714.9599999999998,2,1,4,7
13764,71,3,1516.42,2,3,3,8
13767,2,31,14781.000000000002,4,4,4,12
13769,2,9,2474.209999999999,4,4,4,12
13771,64,4,2634.45,2,3,4,9
13772,34,3,1122.63,3,3,3,9
13774,82,1,345.0,2,1,2,5
13777,1,23,19015.380000000005,4,4,4,12
13778,103,1,178.7,2,1,1,4
13780,7,2,360.01000000000005,4,2,2,8
13781,251,1,127.84,1,1,1,3
13782,13,6,908.8599999999999,4,4,3,11
13784,10,11,2462.7899999999995,4,4,4,12
13787,76,1,202.64,2,1,1,4
13790,4,1,348.79999999999995,4,1,2,7
13791,128,2,1516.0,2,2,3,7
13792,66,2,195.54999999999995,2,2,1,5
13798,1,55,32983.19,4,4,4,12
13799,117,2,688.8600000000001,2,2,3,7
13800,310,1,558.32,1,1,2,4
13801,67,1,324.79999999999995,2,1,2,5
13802,139,3,4599.42,1,3,4,8
13803,255,1,277.07000000000005,1,1,1,3
13804,31,7,2588.39,3,4,4,11
13805,52,2,924.5999999999999,2,2,3,7
13806,64,1,256.38,2,1,1,4
13808,6,5,1747.6600000000003,4,4,4,12
13809,305,1,155.05,1,1,1,3
13810,29,2,827.51,3,2,3,8
13811,184,2,519.75,1,2,2,5
13812,42,3,485.0,3,3,2,8
13813,40,4,1168.8600000000001,3,3,3,9
13814,92,2,1579.1200000000001,2,2,3,7
13815,22,4,3667.36,3,3,4,10
13816,24,2,499.67,3,2,2,7
13817,29,1,218.28000000000006,3,1,1,5
13819,302,3,1140.35,1,3,3,7
13821,145,2,385.64,1,2,2,5
13822,6,2,632.0,4,2,2,8
13823,19,2,957.66,3,2,3,8
13824,33,5,1698.94,3,4,4,11
13826,176,1,189.5,1,1,1,3
13827,58,3,409.8,2,3,2,7
13828,22,1,209.49000000000004,3,1,1,5
13831,16,5,1790.4499999999998,4,4,4,12
13832,19,1,52.199999999999996,3,1,1,5
13833,159,1,383.8499999999999,1,1,2,4
13835,25,4,834.57,3,3,3,9
13837,212,2,266.59000000000003,1,2,1,4
13838,6,3,444.15999999999997,4,3,2,9
13841,253,1,85.0,1,1,1,3
13842,59,8,3075.05,2,4,4,10
13844,11,1,361.62,4,1,2,7
13845,65,1,312.98,2,1,2,5
13846,25,2,453.65999999999997,3,2,2,7
13848,92,2,935.0,2,2,3,7
13849,52,2,1537.95,2,2,3,7
13850,129,1,1595.4800000000002,1,1,4,6
13851,96,3,2651.4599999999996,2,3,4,9
13853,57,1,1090.1399999999999,2,1,3,6
13854,9,23,7500.080000000001,4,4,4,12
13856,169,3,388.5,1,3,2,6
13858,57,1,216.17000000000002,2,1,1,4
13859,326,1,201.16,1,1,1,3
13860,1,5,1245.9,4,4,3,11
13862,18,8,2209.36,3,4,4,11
13863,248,1,305.78,1,1,2,4
13865,58,4,501.56,2,3,2,7
13866,74,1,145.67,2,1,1,4
13867,31,3,1005.0899999999999,3,3,3,9
13868,7,2,3192.54,4,2,4,10
13869,123,3,2760.03,2,3,4,9
13870,2,8,2770.94,4,4,4,12
13871,23,13,6403.25,3,4,4,11
13873,120,3,389.59999999999997,2,3,2,7
13875,54,5,1786.79,2,4,4,10
13876,64,1,122.69999999999999,2,1,1,4
13877,86,1,117.24000000000001,2,1,1,4
13878,55,1,1271.5699999999997,2,1,3,6
13880,21,12,3121.9700000000003,3,4,4,11
13881,4,20,17159.52,4,4,4,12
13882,3,5,1191.13,4,4,3,11
13883,11,5,2674.48,4,4,4,12
13884,7,5,787.6000000000001,4,4,3,11
13885,189,2,506.8,1,2,2,5
13886,71,1,243.56,2,1,1,4
13887,204,1,349.54999999999995,1,1,2,4
13888,120,2,595.67,2,2,2,6
13889,93,1,416.9,2,1,2,5
13890,1,9,1693.4599999999998,4,4,4,12
13892,27,4,632.97,3,3,2,8
13893,298,1,821.1000000000001,1,1,3,5
13894,24,3,564.6200000000001,3,3,2,8
13895,28,4,2593.0699999999997,3,3,4,10
13897,50,1,311.15999999999997,2,1,2,5
13898,326,1,155.93,1,1,1,3
13899,16,2,388.52,4,2,2,8
13900,183,3,740.9499999999999,1,3,3,7
13901,72,5,2867.2,2,4,4,10
13904,37,2,332.64000000000004,3,2,2,7
13908,80,4,2319.5499999999997,2,3,4,9
13911,57,9,2580.91,2,4,4,10
13914,12,2,626.45,4,2,2,8
13917,50,2,272.03999999999996,2,2,1,5
13918,50,2,1212.8400000000004,2,2,3,7
13919,59,2,348.81000000000006,2,2,2,6
13923,54,1,351.13000000000005,2,1,2,5
13924,2,6,1838.85,4,4,4,12
13925,93,4,678.25,2,3,3,8
13926,23,1,223.85000000000002,3,1,1,5
13927,75,1,348.99000000000007,2,1,2,5
13928,11,4,464.57,4,3,2,9
13929,169,2,842.65,1,2,3,6
13930,58,2,337.34,2,2,2,6
13931,96,2,1237.53,2,2,3,7
13932,295,1,307.4,1,1,2,4
13933,109,2,608.7899999999998,2,2,2,6
13934,264,1,922.0999999999999,1,1,3,5
13936,180,1,376.5799999999999,1,1,2,4
13937,169,1,158.85,1,1,1,3
13938,35,1,71.66,3,1,1,5
13939,23,3,568.55,3,3,2,8
13940,17,4,839.14,4,3,3,10
13941,22,4,4017.84,3,3,4,10
13946,79,3,561.57,2,3,2,7
13947,65,1,90.6,2,1,1,4
13949,3,6,2427.3199999999997,4,4,4,12
13950,11,4,745.0600000000001,4,3,3,10
13951,176,3,674.4499999999998,1,3,3,7
13952,218,2,3251.071,1,2,4,7
13953,7,6,3015.68,4,4,4,12
13954,2,2,439.92,4,2,2,8
13955,154,2,322.96,1,2,2,5
13956,5,5,1019.2700000000001,4,4,3,11
13959,79,2,379.29999999999995,2,2,2,6
13960,21,2,230.22,3,2,1,6
13962,22,2,169.55,3,2,1,6
13963,308,3,513.24,1,3,2,6
13967,146,1,80.7,1,1,1,3
13969,7,17,8706.58,4,4,4,12
13971,19,8,2758.26,3,4,4,11
13972,71,2,190.25000000000003,2,2,1,5
13973,287,1,264.7,1,1,1,3
13974,49,1,413.59,2,1,2,5
13975,31,6,2461.24,3,4,4,11
13976,207,1,357.98,1,1,2,4
13978,15,2,196.79,4,2,1,7
13979,73,1,869.8699999999998,2,1,3,6
13980,60,1,200.14000000000001,2,1,1,4
13982,39,3,1443.21,3,3,3,9
13983,30,11,2274.0699999999997,3,4,4,11
13984,27,4,765.71,3,3,3,9
13985,4,15,7060.13,4,4,4,12
13986,17,1,320.46000000000004,4,1,2,7
13988,20,6,4147.96,3,4,4,11
13989,66,2,1266.08,2,2,3,7
13990,213,1,311.3,1,1,2,4
13991,12,6,851.88,4,4,3,11
13992,30,1,76.8,3,1,1,5
13993,43,9,3466.3600000000006,3,4,4,11
13994,4,6,2274.1400000000003,4,4,4,12
13995,15,5,1393.69,4,4,3,11
13999,10,11,3599.71,4,4,4,12
14000,211,1,635.6600000000001,1,1,2,4
14001,46,2,1741.84,3,2,4,9
14002,134,2,529.7299999999999,1,2,2,5
14004,43,7,4582.639999999999,3,4,4,11
14005,10,5,2874.72,4,4,4,12
14006,116,3,962.1899999999999,2,3,3,8
14009,198,2,695.6099999999999,1,2,3,6
14012,278,1,328.8,1,1,2,4
14013,110,3,473.02,2,3,2,7
14014,77,1,505.18,2,1,2,5
14015,53,1,917.34,2,1,3,6
14016,162,3,3587.47,1,3,4,8
14019,47,3,1421.61,3,3,3,9
14020,17,2,642.8000000000001,4,2,2,8
14021,155,3,631.9000000000001,1,3,2,6
14022,225,1,440.0,1,1,2,4
14023,7,2,584.0699999999999,4,2,2,8
14024,122,2,327.70000000000005,2,2,2,6
14027,61,1,104.82000000000002,2,1,1,4
14029,63,2,467.66,2,2,2,6
14030,18,6,1682.34,3,4,4,11
14031,7,16,14717.91,4,4,4,12
14032,2,9,2356.17,4,4,4,12
14034,22,3,648.8900000000001,3,3,2,8
14035,29,5,1428.0200000000002,3,4,3,10
14036,285,1,626.65,1,1,2,4
14037,176,1,35.400000000000006,1,1,1,3
14038,78,3,1560.3799999999994,2,3,3,8
14039,33,1,152.2,3,1,1,5
14040,41,12,3560.32,3,4,4,11
14041,266,1,141.41,1,1,1,3
14044,27,4,646.4200000000001,3,3,2,8
14045,109,3,1333.35,2,3,3,8
14046,284,1,151.59,1,1,1,3
14047,9,4,1021.6900000000002,4,3,3,10
14048,305,1,409.93,1,1,2,4
14049,17,4,5578.72,4,3,4,11
14050,32,2,746.3599999999999,3,2,3,8
14051,1,20,13782.23,4,4,4,12
14052,20,1,225.36,3,1,1,5
14053,124,2,260.25,2,2,1,5
14054,65,1,92.46,2,1,1,4
14055,106,1,725.6400000000001,2,1,3,6
14056,1,23,8152.710000000001,4,4,4,12
14057,24,15,5285.74,3,4,4,11
14059,267,1,183.6,1,1,1,3
14060,5,16,5266.38,4,4,4,12
14062,10,9,9020.730000000001,4,4,4,12
14064,29,5,1334.3399999999997,3,4,3,10
14066,267,1,152.55,1,1,1,3
14067,64,2,374.7,2,2,2,6
14068,320,1,265.85,1,1,1,3
14071,4,8,1422.75,4,4,3,11
14073,32,1,151.04,3,1,1,5
14075,5,3,942.26,4,3,3,10
14076,129,1,118.67,1,1,1,3
14077,41,5,499.4200000000001,3,4,2,9
14078,102,5,913.13,2,4,3,9
14079,125,1,375.0999999999999,2,1,2,5
14080,33,1,45.599999999999994,3,1,1,5
14081,302,1,498.1,1,1,2,4
14083,4,6,558.5400000000001,4,4,2,10
14085,2,15,3255.8,4,4,4,12
14087,3,1,191.47,4,1,1,6
14088,10,13,50491.81,4,4,4,12
14089,57,1,158.75,2,1,1,4
14090,325,1,76.32000000000001,1,1,1,3
14092,8,12,3475.1800000000003,4,4,4,12
14093,12,1,433.85999999999996,4,1,2,7
14096,4,17,53258.42999999999,4,4,4,12
14098,37,1,147.34999999999997,3,1,1,5
14099,16,10,2720.65,4,4,4,12
14100,138,1,191.95000000000002,1,1,1,3
14101,74,6,5976.790000000001,2,4,4,10
14102,5,5,1105.8799999999999,4,4,3,11
14104,155,2,216.20999999999998,1,2,1,4
14105,239,1,1266.23,1,1,3,5
14107,52,6,2339.9900000000002,2,4,4,10
14108,31,2,597.9100000000001,3,2,2,7
14109,73,1,144.2,2,1,1,4
14110,4,12,5683.1500000000015,4,4,4,12
14111,14,4,692.85,4,3,3,10
14112,23,7,2915.15,3,4,4,11
14113,4,3,1406.92,4,3,3,10
14114,274,2,386.53,1,2,2,5
14116,20,5,1382.7399999999998,3,4,3,10
14117,144,1,90.0,1,1,1,3
14121,4,4,2780.15,4,3,4,11
14124,84,1,419.58000000000004,2,1,2,5
14125,11,3,2720.63,4,3,4,11
14126,8,3,706.1300000000001,4,3,3,10
14127,123,3,709.7099999999999,2,3,3,8
14128,61,2,637.5000000000002,2,2,2,6
14129,2,5,1123.8600000000001,4,4,3,11
14130,319,1,480.9100000000001,1,1,2,4
14132,2,11,3586.0299999999997,4,4,4,12
14133,130,3,605.6399999999999,1,3,2,6
14135,2,11,3743.2599999999998,4,4,4,12
14138,2,2,965.8800000000002,4,2,3,9
14139,46,1,415.81999999999994,3,1,2,6
14140,4,2,935.05,4,2,3,9
14141,3,4,915.1300000000001,4,3,3,10
14143,134,1,115.8,1,1,1,3
14145,47,4,3742.2,3,3,4,10
14146,9,4,2949.5699999999997,4,3,4,11
14147,78,2,483.4,2,2,2,6
14148,234,1,157.2,1,1,1,3
14149,221,1,446.62000000000006,1,1,2,4
14150,36,1,352.46,3,1,2,6
14152,75,2,621.29,2,2,2,6
14154,239,2,1345.62,1,2,3,6
14155,266,1,118.75,1,1,1,3
14156,10,53,116237.88,4,4,4,12
14157,20,2,424.89000000000004,3,2,2,7
14158,40,1,507.65999999999997,3,1,2,6
14159,20,10,4438.0599999999995,3,4,4,11
14161,216,2,814.47,1,2,3,6
14162,174,2,289.36,1,2,1,4
14163,87,4,2445.9100000000003,2,3,4,9
14164,71,2,1631.7700000000004,2,2,4,8
14165,276,1,120.44,1,1,1,3
14167,39,4,562.59,3,3,2,8
14171,98,1,363.79,2,1,2,5
14173,11,4,450.8400000000001,4,3,2,9
14174,33,1,134.46,3,1,1,5
14175,60,3,3222.3,2,3,4,9
14176,297,3,417.35,1,3,2,6
14177,86,4,549.46,2,3,2,7
14178,9,7,1580.2600000000002,4,4,3,11
14179,41,2,701.5699999999999,3,2,3,8
14180,11,21,3852.2700000000004,4,4,4,12
14184,67,1,452.89,2,1,2,5
14185,331,1,197.65,1,1,1,3
14188,31,6,2054.36,3,4,4,11
14189,2,14,4342.84,4,4,4,12
14191,2,13,4684.76,4,4,4,12
